0.7266900539	85
0.8269898891	91.093468
0.9271700382	97.096092
1.0273799896	102.918396
1.1275799274	108.473579
1.2277700901	113.678825
1.3279600143	118.456528
1.428139925	122.735481
1.52835989	126.451881
1.6285998821	129.550323
1.7287900448	131.984634
1.8289899826	133.718506
1.9291899204	134.726089
2.029419899	134.992386
2.129650116	134.513397
2.2298600674	133.296295
2.3300499916	131.359192
2.4302799702	128.730988
2.5305099487	125.450851
2.6307199001	121.567688
2.7309598923	117.139381
2.8311500549	112.231949
2.9313499928	106.918556
3.0316100121	101.278404
3.1318099499	95.395584
3.2320399284	89.357788
3.3322200775	83.255028
3.4324300289	77.178276
3.5326600075	71.218132
3.6328799725	65.46344
3.7330999374	60
3.8332901001	54.909248
3.9334499836	50.267082
4.0336499214	46.1427
4.1338400841	42.597595
4.2340700626	39.684612
4.334280014	37.447174
4.4344899654	35.91864
4.5346899033	35.121796
4.6349101067	35.068523
4.7351400852	35.759613
4.835340023	37.184761
4.9356000423	39.322727
5.0357999802	42.141636
5.1360299587	45.599461
5.2362298965	49.644661
5.3364698887	54.216927
5.4367001057	59.248096
5.5369300842	64.66317
5.637130022	70.381416
5.7373399734	76.317589
5.837569952	82.383202
5.9377501011	88.487823
6.0379700661	94.540451
6.1381700039	100.450851
6.2383999825	106.130913
6.338629961	111.495964
6.4388298988	116.466019
6.5390300751	120.966988
6.6392700672	124.931778
6.7394900322	128.30127
6.8397099972	131.025238
6.9399499893	133.06308
7.0401799679	134.384415
7.140360117	134.969543
7.2405800819	134.809738
7.3408100605	133.907379
7.4410200119	132.275925
7.541260004	129.939697
7.641479969	126.933525
7.7417199612	123.302223
7.841919899	119.099915
7.942150116	114.389259
8.0423800945	109.240479
8.1426200867	103.730331
8.2428500652	97.940948
8.3430500031	91.958656
8.4432799816	85.87262
8.5435299873	79.773575
8.6437900066	73.752449
8.743999958	67.898994
8.8441998959	62.300476
8.944439888	57.040356
9.0446500778	52.197048
9.1448500156	47.842758
9.2450799942	44.042397
9.3453099728	40.852619
9.4455399513	38.32098
9.5457398891	36.485214
9.6459300518	35.372692
9.7461600304	35
9.8463799953	35.372692
9.9466099739	36.485214
10.0468399525	38.32098
10.147069931	40.852619
10.2473099232	44.042397
10.3475298882	47.842758
10.4477500916	52.197048
10.547960043	57.040356
10.6481699944	62.300476
10.7483699322	67.898994
10.8485600948	73.752449
10.9487900734	79.773575
11.0489900112	85.87262
11.1491799355	91.958656
11.2493898869	97.940948
11.3495800495	103.730331
11.4497699738	109.240479
11.5499699116	114.389259
11.6502099037	119.099915
11.7503700256	123.302223
11.8506200314	126.933525
11.9508500099	129.939697
12.0510098934	132.275925
12.1511800289	133.907379
12.2514200211	134.809738
12.351639986	134.969543
12.4518198967	134.384415
12.5520200729	133.06308
12.6522099972	131.025238
12.7523899078	128.30127
12.8525900841	124.931778
12.9528000355	120.966988
13.0529999733	116.466019
13.1532299519	111.495964
13.2534201145	106.130913
13.3536300659	100.450851
13.4538500309	94.540451
13.5540499687	88.487823
13.6542301178	82.383202
13.7544500828	76.317589
13.8546299934	70.381416
13.9548399448	64.66317
14.0550200939	59.248096
14.1552000046	54.216927
14.255409956	49.644661
14.3555600643	45.599461
14.4557600021	42.141636
14.5559699535	39.322727
14.6561698914	37.184761
14.7563500404	35.759613
14.8565399647	35.068523
