1401188898.760723 	 85.000000
1401188898.860998 	 91.958656
1401188898.961175 	 98.781868
1401188899.061414 	 105.336830
1401188899.161628 	 111.495964
1401188899.261810 	 117.139381
1401188899.361999 	 122.157242
1401188899.462186 	 126.451881
1401188899.562412 	 129.939697
1401188899.662632 	 132.552826
1401188899.762825 	 134.240387
1401188899.863017 	 134.969543
1401188899.963227 	 134.726089
1401188900.063442 	 133.514786
1401188900.163628 	 131.359192
1401188900.263863 	 128.301270
1401188900.364058 	 124.400536
1401188900.464298 	 119.732918
1401188900.564488 	 114.389259
1401188900.664718 	 108.473579
1401188900.764948 	 102.101006
1401188900.865174 	 95.395584
1401188900.965338 	 88.487823
1401188901.065510 	 81.512177
1401188901.165690 	 74.604416
1401188901.265905 	 67.898994
1401188901.366094 	 61.526421
1401188901.466286 	 55.610737
1401188901.566470 	 50.267082
1401188901.666690 	 45.599461
1401188901.766878 	 41.698730
1401188901.867066 	 38.640808
1401188901.967250 	 36.485214
1401188902.067445 	 35.273907
1401188902.167638 	 35.030460
1401188902.267820 	 35.759613
1401188902.368023 	 37.447174
1401188902.468200 	 40.060299
1401188902.568403 	 43.548122
1401188902.668591 	 47.842758
1401188902.768775 	 52.860619
1401188902.868961 	 58.504036
1401188902.969136 	 64.663170
1401188903.069362 	 71.218132
1401188903.169552 	 78.041344
1401188903.269735 	 85.000000
1401188903.369941 	 91.958656
1401188903.470126 	 98.781868
1401188903.570323 	 105.336830
1401188903.670550 	 111.495964
1401188903.770767 	 117.139381
1401188903.870957 	 122.157242
1401188903.971170 	 126.451881
1401188904.071414 	 129.939697
1401188904.171628 	 132.552826
1401188904.271830 	 134.240387
1401188904.372038 	 134.969543
1401188904.472265 	 134.726089
1401188904.572480 	 133.514786
1401188904.672705 	 131.359192
1401188904.772915 	 128.301270
1401188904.873125 	 124.400536
1401188904.973326 	 119.732918
1401188905.073536 	 114.389259
1401188905.173748 	 108.473579
1401188905.273966 	 102.101006
1401188905.374177 	 95.395584
1401188905.474386 	 88.487823
